provider;state;indicator;indicator_value
CAMY;LAVALLEJA;LE;0
CAMY;MALDONADO;MG;0
CAMY;MALDONADO;MFYC;0
CAMY;MALDONADO;Pediatría;0
CAMY;MALDONADO;Gine;0
CAMY;MALDONADO;AE;0
CAMY;MALDONADO;LE;0
CAMY;PAYSANDÚ;MG;0
CAMY;PAYSANDÚ;MFYC;0
CAMY;PAYSANDÚ;Pediatría;0
CAMY;PAYSANDÚ;Gine;0
CAMY;PAYSANDÚ;AE;0
CAMY;PAYSANDÚ;LE;0
CAMY;RÍO NEGRO;MG;1.86
CAMY;RÍO NEGRO;MFYC;0.78
CAMY;RÍO NEGRO;Pediatría;4.60
CAMY;RÍO NEGRO;Gine;4.04
CAMY;RÍO NEGRO;AE;65.27
CAMY;RÍO NEGRO;LE;0
CAMY;RIVERA;MG;0
CAMY;RIVERA;MFYC;0
CAMY;RIVERA;Pediatría;0
CAMY;RIVERA;Gine;0
CAMY;RIVERA;AE;0
CAMY;RIVERA;LE;0
CAMY;ROCHA;MG;0
CAMY;ROCHA;MFYC;0
CAMY;ROCHA;Pediatría;0
CAMY;ROCHA;Gine;0
CAMY;ROCHA;AE;0
CAMY;ROCHA;LE;0
CAMY;SALTO;MG;0
CAMY;SALTO;MFYC;0
CAMY;SALTO;Pediatría;0
CAMY;SALTO;Gine;0
CAMY;SALTO;AE;0
CAMY;SALTO;LE;0
CAMY;SAN JOSÉ;MG;0
CAMY;SAN JOSÉ;MFYC;0
CAMY;SAN JOSÉ;Pediatría;0
CAMY;SAN JOSÉ;Gine;0
CAMY;SAN JOSÉ;AE;0
CAMY;SAN JOSÉ;LE;0
CAMY;SORIANO;MG;0
CAMY;SORIANO;MFYC;0
CAMY;SORIANO;Pediatría;0
CAMY;SORIANO;Gine;0
CAMY;SORIANO;AE;0
CAMY;SORIANO;LE;0
CAMY;TACUAREMBÓ;MG;0
CAMY;TACUAREMBÓ;MFYC;0
CAMY;TACUAREMBÓ;Pediatría;0
CAMY;TACUAREMBÓ;Gine;0
CAMY;TACUAREMBÓ;AE;0
CAMY;TACUAREMBÓ;LE;0
CAMY;TREINTA Y TRES;MG;0
CAMY;TREINTA Y TRES;MFYC;0
CAMY;TREINTA Y TRES;Pediatría;0
CAMY;TREINTA Y TRES;Gine;0
CAMY;TREINTA Y TRES;AE;0
CAMY;TREINTA Y TRES;LE;0
CASMER;MONTEVIDEO;MG;0
CASMER;MONTEVIDEO;MFYC;0
CASMER;MONTEVIDEO;Pediatría;0
CASMER;MONTEVIDEO;Gine;0
CASMER;MONTEVIDEO;AE;0
CASMER;MONTEVIDEO;LE;0
CASMER;ARTIGAS;MG;0
CASMER;ARTIGAS;MFYC;0
CASMER;ARTIGAS;Pediatría;0
CASMER;ARTIGAS;Gine;0
CASMER;ARTIGAS;AE;0
CASMER;ARTIGAS;LE;0
CASMER;CANELONES;MG;0
CASMER;CANELONES;MFYC;0
CASMER;CANELONES;Pediatría;0
CASMER;CANELONES;Gine;0
CASMER;CANELONES;AE;0
CASMER;CANELONES;LE;0
CASMER;CERRO LARGO;MG;0
CASMER;CERRO LARGO;MFYC;0
CASMER;CERRO LARGO;Pediatría;0
CASMER;CERRO LARGO;Gine;0
CASMER;CERRO LARGO;AE;0
CASMER;CERRO LARGO;LE;0
CASMER;COLONIA;MG;0
CASMER;COLONIA;MFYC;0
CASMER;COLONIA;Pediatría;0
CASMER;COLONIA;Gine;0
CASMER;COLONIA;AE;0
CASMER;COLONIA;LE;0
CASMER;DURAZNO;MG;0
CASMER;DURAZNO;MFYC;0
CASMER;DURAZNO;Pediatría;0
CASMER;DURAZNO;Gine;0
CASMER;DURAZNO;AE;0
CASMER;DURAZNO;LE;0
CASMER;FLORES;MG;0
CASMER;FLORES;MFYC;0
CASMER;FLORES;Pediatría;0
CASMER;FLORES;Gine;0
CASMER;FLORES;AE;0
CASMER;FLORES;LE;0
CASMER;FLORIDA;MG;0
CASMER;FLORIDA;MFYC;0
CASMER;FLORIDA;Pediatría;0
CASMER;FLORIDA;Gine;0
CASMER;FLORIDA;AE;0
CASMER;FLORIDA;LE;0
CASMER;LAVALLEJA;MG;0
CASMER;LAVALLEJA;MFYC;0
CASMER;LAVALLEJA;Pediatría;0
CASMER;LAVALLEJA;Gine;0
CASMER;LAVALLEJA;AE;0
CASMER;LAVALLEJA;LE;0
CASMER;MALDONADO;MG;0
CASMER;MALDONADO;MFYC;0
CASMER;MALDONADO;Pediatría;0
CASMER;MALDONADO;Gine;0
CASMER;MALDONADO;AE;0
CASMER;MALDONADO;LE;0
CASMER;PAYSANDÚ;MG;0
CASMER;PAYSANDÚ;MFYC;0
CASMER;PAYSANDÚ;Pediatría;0
CASMER;PAYSANDÚ;Gine;0
CASMER;PAYSANDÚ;AE;0
CASMER;PAYSANDÚ;LE;0
CASMER;RÍO NEGRO;MG;0
CASMER;RÍO NEGRO;MFYC;0
CASMER;RÍO NEGRO;Pediatría;0
CASMER;RÍO NEGRO;Gine;0
CASMER;RÍO NEGRO;AE;0
CASMER;RÍO NEGRO;LE;0
CASMER;RIVERA;MG;2.15
CASMER;RIVERA;MFYC;0
CASMER;RIVERA;Pediatría;4.39
CASMER;RIVERA;Gine;1.91
CASMER;RIVERA;AE;14.77
CASMER;RIVERA;LE;0.65
CASMER;ROCHA;MG;0
CASMER;ROCHA;MFYC;0
CASMER;ROCHA;Pediatría;0
CASMER;ROCHA;Gine;0
CASMER;ROCHA;AE;0
CASMER;ROCHA;LE;0
CASMER;SALTO;MG;0
CASMER;SALTO;MFYC;0
CASMER;SALTO;Pediatría;0
CASMER;SALTO;Gine;0
CASMER;SALTO;AE;0
CASMER;SALTO;LE;0
CASMER;SAN JOSÉ;MG;0
CASMER;SAN JOSÉ;MFYC;0
CASMER;SAN JOSÉ;Pediatría;0
CASMER;SAN JOSÉ;Gine;0
CASMER;SAN JOSÉ;AE;0
CASMER;SAN JOSÉ;LE;0
CASMER;SORIANO;MG;0
CASMER;SORIANO;MFYC;0
CASMER;SORIANO;Pediatría;0
CASMER;SORIANO;Gine;0
CASMER;SORIANO;AE;0
CASMER;SORIANO;LE;0
CASMER;TACUAREMBÓ;MG;0
CASMER;TACUAREMBÓ;MFYC;0
CASMER;TACUAREMBÓ;Pediatría;0
CASMER;TACUAREMBÓ;Gine;0
CASMER;TACUAREMBÓ;AE;0
CASMER;TACUAREMBÓ;LE;0
CASMER;TREINTA Y TRES;MG;0
CASMER;TREINTA Y TRES;MFYC;0
CASMER;TREINTA Y TRES;Pediatría;0
CASMER;TREINTA Y TRES;Gine;0
CASMER;TREINTA Y TRES;AE;0
CASMER;TREINTA Y TRES;LE;0
CASMU;MONTEVIDEO;MG;1.03
CASMU;MONTEVIDEO;MFYC;0.78
CASMU;MONTEVIDEO;Pediatría;7.16
CASMU;MONTEVIDEO;Gine;0.81
CASMU;MONTEVIDEO;AE;9.52
CASMU;MONTEVIDEO;LE;1.48
CASMU;ARTIGAS;MG;0
CASMU;ARTIGAS;MFYC;0
CASMU;ARTIGAS;Pediatría;0
CASMU;ARTIGAS;Gine;0
CASMU;ARTIGAS;AE;0
CASMU;ARTIGAS;LE;0
CASMU;CANELONES;MG;0.27
CASMU;CANELONES;MFYC;0
CASMU;CANELONES;Pediatría;0.02
CASMU;CANELONES;Gine;0
CASMU;CANELONES;AE;7.98
CASMU;CANELONES;LE;1.10
CASMU;CERRO LARGO;MG;0
CASMU;CERRO LARGO;MFYC;0
CASMU;CERRO LARGO;Pediatría;0
CASMU;CERRO LARGO;Gine;0
CASMU;CERRO LARGO;AE;0
CASMU;CERRO LARGO;LE;0
CASMU;COLONIA;MG;0
CASMU;COLONIA;MFYC;0
CASMU;COLONIA;Pediatría;0
CASMU;COLONIA;Gine;0
CASMU;COLONIA;AE;0
CASMU;COLONIA;LE;0
CASMU;DURAZNO;MG;0
CASMU;DURAZNO;MFYC;0
CASMU;DURAZNO;Pediatría;0
CASMU;DURAZNO;Gine;0
CASMU;DURAZNO;AE;0
CASMU;DURAZNO;LE;0
CASMU;FLORES;MG;0
CASMU;FLORES;MFYC;0
CASMU;FLORES;Pediatría;0
CASMU;FLORES;Gine;0
CASMU;FLORES;AE;0
CASMU;FLORES;LE;0
CASMU;FLORIDA;MG;0
CASMU;FLORIDA;MFYC;0
CASMU;FLORIDA;Pediatría;0
CASMU;FLORIDA;Gine;0
CASMU;FLORIDA;AE;0
CASMU;FLORIDA;LE;0
CASMU;LAVALLEJA;MG;0
CASMU;LAVALLEJA;MFYC;0
CASMU;LAVALLEJA;Pediatría;0
CASMU;LAVALLEJA;Gine;0
CASMU;LAVALLEJA;AE;0
CASMU;LAVALLEJA;LE;0
CASMU;MALDONADO;MG;0
CASMU;MALDONADO;MFYC;0
CASMU;MALDONADO;Pediatría;0
CASMU;MALDONADO;Gine;0
CASMU;MALDONADO;AE;69.44
CASMU;MALDONADO;LE;0
CASMU;PAYSANDÚ;MG;0
CASMU;PAYSANDÚ;MFYC;0
CASMU;PAYSANDÚ;Pediatría;0
CASMU;PAYSANDÚ;Gine;0
CASMU;PAYSANDÚ;AE;0
CASMU;PAYSANDÚ;LE;0
CASMU;RÍO NEGRO;MG;0
CASMU;RÍO NEGRO;MFYC;0
CASMU;RÍO NEGRO;Pediatría;0
CASMU;RÍO NEGRO;Gine;0
CASMU;RÍO NEGRO;AE;0
CASMU;RÍO NEGRO;LE;0
CASMU;RIVERA;MG;0
CASMU;RIVERA;MFYC;0
CASMU;RIVERA;Pediatría;0
CASMU;RIVERA;Gine;0
CASMU;RIVERA;AE;0
CASMU;RIVERA;LE;0
CASMU;ROCHA;MG;0
CASMU;ROCHA;MFYC;0
CASMU;ROCHA;Pediatría;0
CASMU;ROCHA;Gine;0
CASMU;ROCHA;AE;0
CASMU;ROCHA;LE;0
CASMU;SALTO;MG;0
CASMU;SALTO;MFYC;0
CASMU;SALTO;Pediatría;0
CASMU;SALTO;Gine;0
CASMU;SALTO;AE;0
CASMU;SALTO;LE;0
CASMU;SAN JOSÉ;MG;0
CASMU;SAN JOSÉ;MFYC;0
CASMU;SAN JOSÉ;Pediatría;0
CASMU;SAN JOSÉ;Gine;0
CASMU;SAN JOSÉ;AE;0
CASMU;SAN JOSÉ;LE;0
CASMU;SORIANO;MG;0
CASMU;SORIANO;MFYC;0
CASMU;SORIANO;Pediatría;0
CASMU;SORIANO;Gine;0
CASMU;SORIANO;AE;0
CASMU;SORIANO;LE;0
CASMU;TACUAREMBÓ;MG;0
CASMU;TACUAREMBÓ;MFYC;0
CASMU;TACUAREMBÓ;Pediatría;0
CASMU;TACUAREMBÓ;Gine;0
CASMU;TACUAREMBÓ;AE;0
CASMU;TACUAREMBÓ;LE;0
CASMU;TREINTA Y TRES;MG;0
CASMU;TREINTA Y TRES;MFYC;0
CASMU;TREINTA Y TRES;Pediatría;0
CASMU;TREINTA Y TRES;Gine;0
CASMU;TREINTA Y TRES;AE;0
CASMU;TREINTA Y TRES;LE;0
CIRCULO CATOLICO;MONTEVIDEO;MG;2.28
CIRCULO CATOLICO;MONTEVIDEO;MFYC;0
CIRCULO CATOLICO;MONTEVIDEO;Pediatría;4.56
CIRCULO CATOLICO;MONTEVIDEO;Gine;0.46
CIRCULO CATOLICO;MONTEVIDEO;AE;6.54
CIRCULO CATOLICO;MONTEVIDEO;LE;0
CIRCULO CATOLICO;ARTIGAS;MG;0
CIRCULO CATOLICO;ARTIGAS;MFYC;0
CIRCULO CATOLICO;ARTIGAS;Pediatría;0
CIRCULO CATOLICO;ARTIGAS;Gine;0
CIRCULO CATOLICO;ARTIGAS;AE;0
CIRCULO CATOLICO;ARTIGAS;LE;0
CIRCULO CATOLICO;CANELONES;MG;2.82
CIRCULO CATOLICO;CANELONES;MFYC;0
CIRCULO CATOLICO;CANELONES;Pediatría;1.70
CIRCULO CATOLICO;CANELONES;Gine;0.39
CIRCULO CATOLICO;CANELONES;AE;19.07
CIRCULO CATOLICO;CANELONES;LE;0
CIRCULO CATOLICO;CERRO LARGO;MG;0
CIRCULO CATOLICO;CERRO LARGO;MFYC;0
CIRCULO CATOLICO;CERRO LARGO;Pediatría;0
CIRCULO CATOLICO;CERRO LARGO;Gine;0
CIRCULO CATOLICO;CERRO LARGO;AE;0
CIRCULO CATOLICO;CERRO LARGO;LE;0
CIRCULO CATOLICO;COLONIA;MG;2.35
CIRCULO CATOLICO;COLONIA;MFYC;1.09
CIRCULO CATOLICO;COLONIA;Pediatría;1.40
CIRCULO CATOLICO;COLONIA;Gine;0.02
CIRCULO CATOLICO;COLONIA;AE;17.86
CIRCULO CATOLICO;COLONIA;LE;0
CIRCULO CATOLICO;DURAZNO;MG;0
CIRCULO CATOLICO;DURAZNO;MFYC;0
CIRCULO CATOLICO;DURAZNO;Pediatría;0
CIRCULO CATOLICO;DURAZNO;Gine;0
CIRCULO CATOLICO;DURAZNO;AE;0
CIRCULO CATOLICO;DURAZNO;LE;0
CIRCULO CATOLICO;FLORES;MG;0
CIRCULO CATOLICO;FLORES;MFYC;0
CIRCULO CATOLICO;FLORES;Pediatría;0
CIRCULO CATOLICO;FLORES;Gine;0
CIRCULO CATOLICO;FLORES;AE;0
CIRCULO CATOLICO;FLORES;LE;0
CIRCULO CATOLICO;FLORIDA;MG;5.29
CIRCULO CATOLICO;FLORIDA;MFYC;0
CIRCULO CATOLICO;FLORIDA;Pediatría;1.32
CIRCULO CATOLICO;FLORIDA;Gine;0
CIRCULO CATOLICO;FLORIDA;AE;0
CIRCULO CATOLICO;FLORIDA;LE;0
CIRCULO CATOLICO;LAVALLEJA;MG;0
CIRCULO CATOLICO;LAVALLEJA;MFYC;0
CIRCULO CATOLICO;LAVALLEJA;Pediatría;0
CIRCULO CATOLICO;LAVALLEJA;Gine;0
CIRCULO CATOLICO;LAVALLEJA;AE;0
CIRCULO CATOLICO;LAVALLEJA;LE;0
CIRCULO CATOLICO;MALDONADO;MG;1.82
CIRCULO CATOLICO;MALDONADO;MFYC;0
CIRCULO CATOLICO;MALDONADO;Pediatría;0
CIRCULO CATOLICO;MALDONADO;Gine;1.84
CIRCULO CATOLICO;MALDONADO;AE;15.26
CIRCULO CATOLICO;MALDONADO;LE;0
CIRCULO CATOLICO;PAYSANDÚ;MG;0
CIRCULO CATOLICO;PAYSANDÚ;MFYC;0
CIRCULO CATOLICO;PAYSANDÚ;Pediatría;0
CIRCULO CATOLICO;PAYSANDÚ;Gine;0
CIRCULO CATOLICO;PAYSANDÚ;AE;0
CIRCULO CATOLICO;PAYSANDÚ;LE;0
CIRCULO CATOLICO;RÍO NEGRO;MG;0
CIRCULO CATOLICO;RÍO NEGRO;MFYC;0
CIRCULO CATOLICO;RÍO NEGRO;Pediatría;0
CIRCULO CATOLICO;RÍO NEGRO;Gine;0
CIRCULO CATOLICO;RÍO NEGRO;AE;0
CIRCULO CATOLICO;RÍO NEGRO;LE;0
CIRCULO CATOLICO;RIVERA;MG;0
CIRCULO CATOLICO;RIVERA;MFYC;0
CIRCULO CATOLICO;RIVERA;Pediatría;0
CIRCULO CATOLICO;RIVERA;Gine;0
CIRCULO CATOLICO;RIVERA;AE;0
CIRCULO CATOLICO;RIVERA;LE;0
CIRCULO CATOLICO;ROCHA;MG;0
CIRCULO CATOLICO;ROCHA;MFYC;0
CIRCULO CATOLICO;ROCHA;Pediatría;0
CIRCULO CATOLICO;ROCHA;Gine;0
CIRCULO CATOLICO;ROCHA;AE;0
CIRCULO CATOLICO;ROCHA;LE;0
CIRCULO CATOLICO;SALTO;MG;0
CIRCULO CATOLICO;SALTO;MFYC;0
CIRCULO CATOLICO;SALTO;Pediatría;0
CIRCULO CATOLICO;SALTO;Gine;0
CIRCULO CATOLICO;SALTO;AE;0
CIRCULO CATOLICO;SALTO;LE;0
CIRCULO CATOLICO;SAN JOSÉ;MG;4.16
CIRCULO CATOLICO;SAN JOSÉ;MFYC;0
CIRCULO CATOLICO;SAN JOSÉ;Pediatría;4.19
CIRCULO CATOLICO;SAN JOSÉ;Gine;0.30
CIRCULO CATOLICO;SAN JOSÉ;AE;23.89
CIRCULO CATOLICO;SAN JOSÉ;LE;0
CIRCULO CATOLICO;SORIANO;MG;5.72
CIRCULO CATOLICO;SORIANO;MFYC;0
CIRCULO CATOLICO;SORIANO;Pediatría;1.86
CIRCULO CATOLICO;SORIANO;Gine;1.67
CIRCULO CATOLICO;SORIANO;AE;18.49
CIRCULO CATOLICO;SORIANO;LE;0
CIRCULO CATOLICO;TACUAREMBÓ;MG;0
CIRCULO CATOLICO;TACUAREMBÓ;MFYC;0
CIRCULO CATOLICO;TACUAREMBÓ;Pediatría;0
CIRCULO CATOLICO;TACUAREMBÓ;Gine;0
CIRCULO CATOLICO;TACUAREMBÓ;AE;0
CIRCULO CATOLICO;TACUAREMBÓ;LE;0
CIRCULO CATOLICO;TREINTA Y TRES;MG;0
CIRCULO CATOLICO;TREINTA Y TRES;MFYC;0
CIRCULO CATOLICO;TREINTA Y TRES;Pediatría;0
CIRCULO CATOLICO;TREINTA Y TRES;Gine;0
CIRCULO CATOLICO;TREINTA Y TRES;AE;0
CIRCULO CATOLICO;TREINTA Y TRES;LE;0
COMECA;MONTEVIDEO;MG;0
COMECA;MONTEVIDEO;MFYC;0
COMECA;MONTEVIDEO;Pediatría;0
COMECA;MONTEVIDEO;Gine;0
COMECA;MONTEVIDEO;AE;0
COMECA;MONTEVIDEO;LE;0
COMECA;ARTIGAS;MG;0
COMECA;ARTIGAS;MFYC;0
COMECA;ARTIGAS;Pediatría;0
COMECA;ARTIGAS;Gine;0
COMECA;ARTIGAS;AE;0
COMECA;ARTIGAS;LE;0
COMECA;CANELONES;MG;3.73
COMECA;CANELONES;MFYC;0
COMECA;CANELONES;Pediatría;4.98
COMECA;CANELONES;Gine;1.55
COMECA;CANELONES;AE;8.55
COMECA;CANELONES;LE;0.79
COMECA;CERRO LARGO;MG;0
COMECA;CERRO LARGO;MFYC;0
COMECA;CERRO LARGO;Pediatría;0
COMECA;CERRO LARGO;Gine;0
COMECA;CERRO LARGO;AE;0
COMECA;CERRO LARGO;LE;0
COMECA;COLONIA;MG;0
COMECA;COLONIA;MFYC;0
COMECA;COLONIA;Pediatría;0
COMECA;COLONIA;Gine;0
COMECA;COLONIA;AE;0
COMECA;COLONIA;LE;0
COMECA;DURAZNO;MG;0
COMECA;DURAZNO;MFYC;0
COMECA;DURAZNO;Pediatría;0
COMECA;DURAZNO;Gine;0
COMECA;DURAZNO;AE;0
COMECA;DURAZNO;LE;0
COMECA;FLORES;MG;0
COMECA;FLORES;MFYC;0
COMECA;FLORES;Pediatría;0
COMECA;FLORES;Gine;0
COMECA;FLORES;AE;0
COMECA;FLORES;LE;0
COMECA;FLORIDA;MG;0
COMECA;FLORIDA;MFYC;0
COMECA;FLORIDA;Pediatría;0
COMECA;FLORIDA;Gine;0
COMECA;FLORIDA;AE;0
COMECA;FLORIDA;LE;0
COMECA;LAVALLEJA;MG;0
COMECA;LAVALLEJA;MFYC;0
COMECA;LAVALLEJA;Pediatría;0
COMECA;LAVALLEJA;Gine;0
COMECA;LAVALLEJA;AE;0
COMECA;LAVALLEJA;LE;0
COMECA;MALDONADO;MG;0
COMECA;MALDONADO;MFYC;0
COMECA;MALDONADO;Pediatría;0
COMECA;MALDONADO;Gine;0
COMECA;MALDONADO;AE;0
COMECA;MALDONADO;LE;0
COMECA;PAYSANDÚ;MG;0
COMECA;PAYSANDÚ;MFYC;0
COMECA;PAYSANDÚ;Pediatría;0
COMECA;PAYSANDÚ;Gine;0
COMECA;PAYSANDÚ;AE;0
COMECA;PAYSANDÚ;LE;0
COMECA;RÍO NEGRO;MG;0
COMECA;RÍO NEGRO;MFYC;0
COMECA;RÍO NEGRO;Pediatría;0
COMECA;RÍO NEGRO;Gine;0
COMECA;RÍO NEGRO;AE;0
COMECA;RÍO NEGRO;LE;0
COMECA;RIVERA;MG;0
COMECA;RIVERA;MFYC;0
COMECA;RIVERA;Pediatría;0
COMECA;RIVERA;Gine;0
COMECA;RIVERA;AE;0
COMECA;RIVERA;LE;0
COMECA;ROCHA;MG;0
COMECA;ROCHA;MFYC;0
COMECA;ROCHA;Pediatría;0
COMECA;ROCHA;Gine;0
COMECA;ROCHA;AE;0
COMECA;ROCHA;LE;0
COMECA;SALTO;MG;0
COMECA;SALTO;MFYC;0
COMECA;SALTO;Pediatría;0
COMECA;SALTO;Gine;0
COMECA;SALTO;AE;0
COMECA;SALTO;LE;0
COMECA;SAN JOSÉ;MG;0
COMECA;SAN JOSÉ;MFYC;0
COMECA;SAN JOSÉ;Pediatría;0
COMECA;SAN JOSÉ;Gine;0
COMECA;SAN JOSÉ;AE;0
COMECA;SAN JOSÉ;LE;0
COMECA;SORIANO;MG;0
COMECA;SORIANO;MFYC;0
COMECA;SORIANO;Pediatría;0
COMECA;SORIANO;Gine;0
COMECA;SORIANO;AE;0
COMECA;SORIANO;LE;0
COMECA;TACUAREMBÓ;MG;0
COMECA;TACUAREMBÓ;MFYC;0
COMECA;TACUAREMBÓ;Pediatría;0
COMECA;TACUAREMBÓ;Gine;0
COMECA;TACUAREMBÓ;AE;0
COMECA;TACUAREMBÓ;LE;0
COMECA;TREINTA Y TRES;MG;0
COMECA;TREINTA Y TRES;MFYC;0
COMECA;TREINTA Y TRES;Pediatría;0
COMECA;TREINTA Y TRES;Gine;0
COMECA;TREINTA Y TRES;AE;0
COMECA;TREINTA Y TRES;LE;0
COMEF;MONTEVIDEO;MG;0
COMEF;MONTEVIDEO;MFYC;0
COMEF;MONTEVIDEO;Pediatría;0
COMEF;MONTEVIDEO;Gine;0
COMEF;MONTEVIDEO;AE;0
COMEF;MONTEVIDEO;LE;0
COMEF;ARTIGAS;MG;0
COMEF;ARTIGAS;MFYC;0
COMEF;ARTIGAS;Pediatría;0
COMEF;ARTIGAS;Gine;0
COMEF;ARTIGAS;AE;0
COMEF;ARTIGAS;LE;0
COMEF;CANELONES;MG;0
COMEF;CANELONES;MFYC;0
COMEF;CANELONES;Pediatría;0
COMEF;CANELONES;Gine;0
COMEF;CANELONES;AE;0
COMEF;CANELONES;LE;0
COMEF;CERRO LARGO;MG;0
COMEF;CERRO LARGO;MFYC;0
COMEF;CERRO LARGO;Pediatría;0
COMEF;CERRO LARGO;Gine;0
COMEF;CERRO LARGO;AE;0
COMEF;CERRO LARGO;LE;0
COMEF;COLONIA;MG;0
COMEF;COLONIA;MFYC;0
COMEF;COLONIA;Pediatría;0
COMEF;COLONIA;Gine;0
COMEF;COLONIA;AE;0
COMEF;COLONIA;LE;0
COMEF;DURAZNO;MG;0
COMEF;DURAZNO;MFYC;0
COMEF;DURAZNO;Pediatría;0
COMEF;DURAZNO;Gine;0
COMEF;DURAZNO;AE;0
COMEF;DURAZNO;LE;0
COMEF;FLORES;MG;0
COMEF;FLORES;MFYC;0
COMEF;FLORES;Pediatría;0
COMEF;FLORES;Gine;0
COMEF;FLORES;AE;0
COMEF;FLORES;LE;0
COMEF;FLORIDA;MG;4.01
COMEF;FLORIDA;MFYC;0
COMEF;FLORIDA;Pediatría;4.70
COMEF;FLORIDA;Gine;1.86
COMEF;FLORIDA;AE;31.71
COMEF;FLORIDA;LE;0.71
COMEF;LAVALLEJA;MG;0
COMEF;LAVALLEJA;MFYC;0
COMEF;LAVALLEJA;Pediatría;0
COMEF;LAVALLEJA;Gine;0
COMEF;LAVALLEJA;AE;0
COMEF;LAVALLEJA;LE;0
COMEF;MALDONADO;MG;0
COMEF;MALDONADO;MFYC;0
COMEF;MALDONADO;Pediatría;0
COMEF;MALDONADO;Gine;0
COMEF;MALDONADO;AE;0
COMEF;MALDONADO;LE;0
COMEF;PAYSANDÚ;MG;0
COMEF;PAYSANDÚ;MFYC;0
COMEF;PAYSANDÚ;Pediatría;0
COMEF;PAYSANDÚ;Gine;0
COMEF;PAYSANDÚ;AE;0
COMEF;PAYSANDÚ;LE;0
COMEF;RÍO NEGRO;MG;0
COMEF;RÍO NEGRO;MFYC;0
COMEF;RÍO NEGRO;Pediatría;0
COMEF;RÍO NEGRO;Gine;0
COMEF;RÍO NEGRO;AE;0
COMEF;RÍO NEGRO;LE;0
COMEF;RIVERA;MG;0
COMEF;RIVERA;MFYC;0
COMEF;RIVERA;Pediatría;0
COMEF;RIVERA;Gine;0
COMEF;RIVERA;AE;0
COMEF;RIVERA;LE;0
COMEF;ROCHA;MG;0
COMEF;ROCHA;MFYC;0
COMEF;ROCHA;Pediatría;0
COMEF;ROCHA;Gine;0
COMEF;ROCHA;AE;0
COMEF;ROCHA;LE;0
COMEF;SALTO;MG;0
COMEF;SALTO;MFYC;0
COMEF;SALTO;Pediatría;0
COMEF;SALTO;Gine;0
COMEF;SALTO;AE;0
COMEF;SALTO;LE;0
COMEF;SAN JOSÉ;MG;0
COMEF;SAN JOSÉ;MFYC;0
COMEF;SAN JOSÉ;Pediatría;0
COMEF;SAN JOSÉ;Gine;0
COMEF;SAN JOSÉ;AE;0
COMEF;SAN JOSÉ;LE;0
COMEF;SORIANO;MG;0
COMEF;SORIANO;MFYC;0
COMEF;SORIANO;Pediatría;0
COMEF;SORIANO;Gine;0
COMEF;SORIANO;AE;0
COMEF;SORIANO;LE;0
COMEF;TACUAREMBÓ;MG;0
COMEF;TACUAREMBÓ;MFYC;0
COMEF;TACUAREMBÓ;Pediatría;0
COMEF;TACUAREMBÓ;Gine;0
COMEF;TACUAREMBÓ;AE;0
COMEF;TACUAREMBÓ;LE;0
COMEF;TREINTA Y TRES;MG;0
COMEF;TREINTA Y TRES;MFYC;0
COMEF;TREINTA Y TRES;Pediatría;0
COMEF;TREINTA Y TRES;Gine;0
COMEF;TREINTA Y TRES;AE;0
COMEF;TREINTA Y TRES;LE;0
COMEFLO;MONTEVIDEO;MG;0
COMEFLO;MONTEVIDEO;MFYC;0
COMEFLO;MONTEVIDEO;Pediatría;0
COMEFLO;MONTEVIDEO;Gine;0
COMEFLO;MONTEVIDEO;AE;0
COMEFLO;MONTEVIDEO;LE;0
COMEFLO;ARTIGAS;MG;0
COMEFLO;ARTIGAS;MFYC;0
COMEFLO;ARTIGAS;Pediatría;0
COMEFLO;ARTIGAS;Gine;0
COMEFLO;ARTIGAS;AE;0
COMEFLO;ARTIGAS;LE;0
COMEFLO;CANELONES;MG;0
COMEFLO;CANELONES;MFYC;0
COMEFLO;CANELONES;Pediatría;0
COMEFLO;CANELONES;Gine;0
COMEFLO;CANELONES;AE;0
COMEFLO;CANELONES;LE;0
COMEFLO;CERRO LARGO;MG;0
COMEFLO;CERRO LARGO;MFYC;0
COMEFLO;CERRO LARGO;Pediatría;0
COMEFLO;CERRO LARGO;Gine;0
COMEFLO;CERRO LARGO;AE;0
COMEFLO;CERRO LARGO;LE;0
COMEFLO;COLONIA;MG;0
COMEFLO;COLONIA;MFYC;0
COMEFLO;COLONIA;Pediatría;0
COMEFLO;COLONIA;Gine;0
COMEFLO;COLONIA;AE;0
COMEFLO;COLONIA;LE;0
COMEFLO;DURAZNO;MG;0
COMEFLO;DURAZNO;MFYC;0
COMEFLO;DURAZNO;Pediatría;0
COMEFLO;DURAZNO;Gine;0
COMEFLO;DURAZNO;AE;0
COMEFLO;DURAZNO;LE;0
COMEFLO;FLORES;MG;1.63
COMEFLO;FLORES;MFYC;0
COMEFLO;FLORES;Pediatría;4.60
COMEFLO;FLORES;Gine;1.66
COMEFLO;FLORES;AE;0
COMEFLO;FLORES;LE;0
COMEFLO;FLORIDA;MG;0
COMEFLO;FLORIDA;MFYC;0
COMEFLO;FLORIDA;Pediatría;0
COMEFLO;FLORIDA;Gine;0
COMEFLO;FLORIDA;AE;0
COMEFLO;FLORIDA;LE;0
COMEFLO;LAVALLEJA;MG;0
COMEFLO;LAVALLEJA;MFYC;0
COMEFLO;LAVALLEJA;Pediatría;0
