Institución;Departamento;Especialidad;Valor
COSEM;DURAZNO;MEDICINA GENERAL;0.00
COSEM;DURAZNO;ODONTOLOGÍA;0.00
COSEM;DURAZNO;ALERGOLOGÍA;0.00
COSEM;DURAZNO;ANESTESIOLOGÍA;0.00
COSEM;DURAZNO;CARDIOLOGÍA;0.00
COSEM;DURAZNO;CARDIOLOGÍA PEDIÁTRICA;0.00
COSEM;DURAZNO;CIRUGÍA GENERAL;0.00
COSEM;DURAZNO;CIRUGÍA CARDÍACA;0.00
COSEM;DURAZNO;CIRUGÍA DE TORAX;0.00
COSEM;DURAZNO;CIRUGÍA PEDIÁTRICA;0.00
COSEM;DURAZNO;CIRUGÍA PLÁSTICA;0.00
COSEM;DURAZNO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
COSEM;DURAZNO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
COSEM;DURAZNO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
COSEM;DURAZNO;DERMATOLOGÍA;0.00
COSEM;DURAZNO;DIABETOLOGÍA;0.00
COSEM;DURAZNO;ENDOCRINOLOGÍA;0.00
COSEM;DURAZNO;ENDOSCOPÍA DIGESTIVA;0.00
COSEM;DURAZNO;ENFERMEDADES INFECCIOSAS;0.00
COSEM;DURAZNO;FISIATRÍA;0.00
COSEM;DURAZNO;GASTROENTEROLOGÍA;0.00
COSEM;DURAZNO;GERIATRÍA;0.00
COSEM;DURAZNO;GINECOTOCOLOGÍA;0.00
COSEM;DURAZNO;HEMATOLOGÍA;0.00
COSEM;DURAZNO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
COSEM;DURAZNO;MEDICINA INTENSIVA;0.00
COSEM;DURAZNO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
COSEM;DURAZNO;MEDICINA INTERNA;0.00
COSEM;DURAZNO;NEFROLOGÍA;0.00
COSEM;DURAZNO;NEFROLOGÍA PEDIÁTRICA;0.00
COSEM;DURAZNO;NEONATOLOGÍA;0.00
COSEM;DURAZNO;NEUMOLOGÍA;0.00
COSEM;DURAZNO;NEUMOLOGÍA PEDIÁTRICA;0.00
COSEM;DURAZNO;NEUROCIRUGÍA;0.00
COSEM;DURAZNO;NEUROLOGÍA;0.00
COSEM;DURAZNO;NEUROPEDIATRÍA;0.00
COSEM;DURAZNO;OFTALMOLOGÍA;0.00
COSEM;DURAZNO;ONCOLOGÍA MÉDICA;0.00
COSEM;DURAZNO;ONCOLOGÍA RADIOTERÁPICA;0.00
COSEM;DURAZNO;TRAUMATOLOGÍA;0.00
COSEM;DURAZNO;OTORRINOLARINGOLOGÍA;0.00
COSEM;DURAZNO;PEDIATRÍA;0.00
COSEM;DURAZNO;PSICOTERAPIA PSICOANALÍTICA;0.00
COSEM;DURAZNO;PSIQUIATRÍA;0.00
COSEM;DURAZNO;PSIQUIATRÍA PEDIÁTRICA;0.00
COSEM;DURAZNO;REUMATOLOGÍA;0.00
COSEM;DURAZNO;UROLOGÍA;0.00
COSEM;DURAZNO;UROLOGÍA PEDIÁTRICA;0.00
COSEM;DURAZNO;FISIOTERAPÍA;0.00
COSEM;DURAZNO;FONOAUDIOLOGÍA;0.00
COSEM;DURAZNO;NUTRICIÓN;0.00
COSEM;DURAZNO;PSICOLOGÍA;0.00
COSEM;DURAZNO;PSICOMOTRICIDAD;0.00
COSEM;DURAZNO;PSICOPEDAGOGÍA;0.00
COSEM;DURAZNO;TRABAJO SOCIAL;0.00
COSEM;DURAZNO;OBSTETRA PARTERA;0.00
COSEM;FLORES;MEDICINA GENERAL;0.00
COSEM;FLORES;ODONTOLOGÍA;0.00
COSEM;FLORES;ALERGOLOGÍA;0.00
COSEM;FLORES;ANESTESIOLOGÍA;0.00
COSEM;FLORES;CARDIOLOGÍA;0.00
COSEM;FLORES;CARDIOLOGÍA PEDIÁTRICA;0.00
COSEM;FLORES;CIRUGÍA GENERAL;0.00
COSEM;FLORES;CIRUGÍA CARDÍACA;0.00
COSEM;FLORES;CIRUGÍA DE TORAX;0.00
COSEM;FLORES;CIRUGÍA PEDIÁTRICA;0.00
COSEM;FLORES;CIRUGÍA PLÁSTICA;0.00
COSEM;FLORES;CIRUGÍA VASCULAR PERIFÉRICA;0.00
COSEM;FLORES;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
COSEM;FLORES;CUIDADOS PALIATIVOS DEL ADULTO;0.00
COSEM;FLORES;DERMATOLOGÍA;0.00
COSEM;FLORES;DIABETOLOGÍA;0.00
COSEM;FLORES;ENDOCRINOLOGÍA;0.00
COSEM;FLORES;ENDOSCOPÍA DIGESTIVA;0.00
COSEM;FLORES;ENFERMEDADES INFECCIOSAS;0.00
COSEM;FLORES;FISIATRÍA;0.00
COSEM;FLORES;GASTROENTEROLOGÍA;0.00
COSEM;FLORES;GERIATRÍA;0.00
COSEM;FLORES;GINECOTOCOLOGÍA;0.00
COSEM;FLORES;HEMATOLOGÍA;0.00
COSEM;FLORES;MEDICINA FAMILIAR Y COMUNITARIA;0.00
COSEM;FLORES;MEDICINA INTENSIVA;0.00
COSEM;FLORES;MEDICINA INTENSIVA PEDIÁTRICA;0.00
COSEM;FLORES;MEDICINA INTERNA;0.00
COSEM;FLORES;NEFROLOGÍA;0.00
COSEM;FLORES;NEFROLOGÍA PEDIÁTRICA;0.00
COSEM;FLORES;NEONATOLOGÍA;0.00
COSEM;FLORES;NEUMOLOGÍA;0.00
COSEM;FLORES;NEUMOLOGÍA PEDIÁTRICA;0.00
COSEM;FLORES;NEUROCIRUGÍA;0.00
COSEM;FLORES;NEUROLOGÍA;0.00
COSEM;FLORES;NEUROPEDIATRÍA;0.00
COSEM;FLORES;OFTALMOLOGÍA;0.00
COSEM;FLORES;ONCOLOGÍA MÉDICA;0.00
COSEM;FLORES;ONCOLOGÍA RADIOTERÁPICA;0.00
COSEM;FLORES;TRAUMATOLOGÍA;0.00
COSEM;FLORES;OTORRINOLARINGOLOGÍA;0.00
COSEM;FLORES;PEDIATRÍA;0.00
COSEM;FLORES;PSICOTERAPIA PSICOANALÍTICA;0.00
COSEM;FLORES;PSIQUIATRÍA;0.00
COSEM;FLORES;PSIQUIATRÍA PEDIÁTRICA;0.00
COSEM;FLORES;REUMATOLOGÍA;0.00
COSEM;FLORES;UROLOGÍA;0.00
COSEM;FLORES;UROLOGÍA PEDIÁTRICA;0.00
COSEM;FLORES;FISIOTERAPÍA;0.00
COSEM;FLORES;FONOAUDIOLOGÍA;0.00
COSEM;FLORES;NUTRICIÓN;0.00
COSEM;FLORES;PSICOLOGÍA;0.00
COSEM;FLORES;PSICOMOTRICIDAD;0.00
COSEM;FLORES;PSICOPEDAGOGÍA;0.00
COSEM;FLORES;TRABAJO SOCIAL;0.00
COSEM;FLORES;OBSTETRA PARTERA;0.00
COSEM;FLORIDA;MEDICINA GENERAL;0.00
COSEM;FLORIDA;ODONTOLOGÍA;0.00
COSEM;FLORIDA;ALERGOLOGÍA;0.00
COSEM;FLORIDA;ANESTESIOLOGÍA;0.00
COSEM;FLORIDA;CARDIOLOGÍA;0.00
COSEM;FLORIDA;CARDIOLOGÍA PEDIÁTRICA;0.00
COSEM;FLORIDA;CIRUGÍA GENERAL;0.00
COSEM;FLORIDA;CIRUGÍA CARDÍACA;0.00
COSEM;FLORIDA;CIRUGÍA DE TORAX;0.00
COSEM;FLORIDA;CIRUGÍA PEDIÁTRICA;0.00
COSEM;FLORIDA;CIRUGÍA PLÁSTICA;0.00
COSEM;FLORIDA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
COSEM;FLORIDA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
COSEM;FLORIDA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
COSEM;FLORIDA;DERMATOLOGÍA;0.00
COSEM;FLORIDA;DIABETOLOGÍA;0.00
COSEM;FLORIDA;ENDOCRINOLOGÍA;0.00
COSEM;FLORIDA;ENDOSCOPÍA DIGESTIVA;0.00
COSEM;FLORIDA;ENFERMEDADES INFECCIOSAS;0.00
COSEM;FLORIDA;FISIATRÍA;0.00
COSEM;FLORIDA;GASTROENTEROLOGÍA;0.00
COSEM;FLORIDA;GERIATRÍA;0.00
COSEM;FLORIDA;GINECOTOCOLOGÍA;0.00
COSEM;FLORIDA;HEMATOLOGÍA;0.00
COSEM;FLORIDA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
COSEM;FLORIDA;MEDICINA INTENSIVA;0.00
COSEM;FLORIDA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
COSEM;FLORIDA;MEDICINA INTERNA;0.00
COSEM;FLORIDA;NEFROLOGÍA;0.00
COSEM;FLORIDA;NEFROLOGÍA PEDIÁTRICA;0.00
COSEM;FLORIDA;NEONATOLOGÍA;0.00
COSEM;FLORIDA;NEUMOLOGÍA;0.00
COSEM;FLORIDA;NEUMOLOGÍA PEDIÁTRICA;0.00
COSEM;FLORIDA;NEUROCIRUGÍA;0.00
COSEM;FLORIDA;NEUROLOGÍA;0.00
COSEM;FLORIDA;NEUROPEDIATRÍA;0.00
COSEM;FLORIDA;OFTALMOLOGÍA;0.00
COSEM;FLORIDA;ONCOLOGÍA MÉDICA;0.00
COSEM;FLORIDA;ONCOLOGÍA RADIOTERÁPICA;0.00
COSEM;FLORIDA;TRAUMATOLOGÍA;0.00
COSEM;FLORIDA;OTORRINOLARINGOLOGÍA;0.00
COSEM;FLORIDA;PEDIATRÍA;0.00
COSEM;FLORIDA;PSICOTERAPIA PSICOANALÍTICA;0.00
COSEM;FLORIDA;PSIQUIATRÍA;0.00
COSEM;FLORIDA;PSIQUIATRÍA PEDIÁTRICA;0.00
COSEM;FLORIDA;REUMATOLOGÍA;0.00
COSEM;FLORIDA;UROLOGÍA;0.00
COSEM;FLORIDA;UROLOGÍA PEDIÁTRICA;0.00
COSEM;FLORIDA;FISIOTERAPÍA;0.00
COSEM;FLORIDA;FONOAUDIOLOGÍA;0.00
COSEM;FLORIDA;NUTRICIÓN;0.00
COSEM;FLORIDA;PSICOLOGÍA;0.00
COSEM;FLORIDA;PSICOMOTRICIDAD;0.00
COSEM;FLORIDA;PSICOPEDAGOGÍA;0.00
COSEM;FLORIDA;TRABAJO SOCIAL;0.00
COSEM;FLORIDA;OBSTETRA PARTERA;0.00
COSEM;LAVALLEJA;MEDICINA GENERAL;0.00
COSEM;LAVALLEJA;ODONTOLOGÍA;0.00
COSEM;LAVALLEJA;ALERGOLOGÍA;0.00
COSEM;LAVALLEJA;ANESTESIOLOGÍA;0.00
COSEM;LAVALLEJA;CARDIOLOGÍA;0.00
COSEM;LAVALLEJA;CARDIOLOGÍA PEDIÁTRICA;0.00
COSEM;LAVALLEJA;CIRUGÍA GENERAL;0.00
COSEM;LAVALLEJA;CIRUGÍA CARDÍACA;0.00
COSEM;LAVALLEJA;CIRUGÍA DE TORAX;0.00
COSEM;LAVALLEJA;CIRUGÍA PEDIÁTRICA;0.00
COSEM;LAVALLEJA;CIRUGÍA PLÁSTICA;0.00
COSEM;LAVALLEJA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
COSEM;LAVALLEJA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
COSEM;LAVALLEJA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
COSEM;LAVALLEJA;DERMATOLOGÍA;0.00
COSEM;LAVALLEJA;DIABETOLOGÍA;0.00
COSEM;LAVALLEJA;ENDOCRINOLOGÍA;0.00
COSEM;LAVALLEJA;ENDOSCOPÍA DIGESTIVA;0.00
COSEM;LAVALLEJA;ENFERMEDADES INFECCIOSAS;0.00
COSEM;LAVALLEJA;FISIATRÍA;0.00
COSEM;LAVALLEJA;GASTROENTEROLOGÍA;0.00
COSEM;LAVALLEJA;GERIATRÍA;0.00
COSEM;LAVALLEJA;GINECOTOCOLOGÍA;0.00
COSEM;LAVALLEJA;HEMATOLOGÍA;0.00
COSEM;LAVALLEJA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
COSEM;LAVALLEJA;MEDICINA INTENSIVA;0.00
COSEM;LAVALLEJA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
COSEM;LAVALLEJA;MEDICINA INTERNA;0.00
COSEM;LAVALLEJA;NEFROLOGÍA;0.00
COSEM;LAVALLEJA;NEFROLOGÍA PEDIÁTRICA;0.00
COSEM;LAVALLEJA;NEONATOLOGÍA;0.00
COSEM;LAVALLEJA;NEUMOLOGÍA;0.00
COSEM;LAVALLEJA;NEUMOLOGÍA PEDIÁTRICA;0.00
COSEM;LAVALLEJA;NEUROCIRUGÍA;0.00
COSEM;LAVALLEJA;NEUROLOGÍA;0.00
COSEM;LAVALLEJA;NEUROPEDIATRÍA;0.00
COSEM;LAVALLEJA;OFTALMOLOGÍA;0.00
COSEM;LAVALLEJA;ONCOLOGÍA MÉDICA;0.00
COSEM;LAVALLEJA;ONCOLOGÍA RADIOTERÁPICA;0.00
COSEM;LAVALLEJA;TRAUMATOLOGÍA;0.00
COSEM;LAVALLEJA;OTORRINOLARINGOLOGÍA;0.00
COSEM;LAVALLEJA;PEDIATRÍA;0.00
COSEM;LAVALLEJA;PSICOTERAPIA PSICOANALÍTICA;0.00
COSEM;LAVALLEJA;PSIQUIATRÍA;0.00
COSEM;LAVALLEJA;PSIQUIATRÍA PEDIÁTRICA;0.00
COSEM;LAVALLEJA;REUMATOLOGÍA;0.00
COSEM;LAVALLEJA;UROLOGÍA;0.00
COSEM;LAVALLEJA;UROLOGÍA PEDIÁTRICA;0.00
COSEM;LAVALLEJA;FISIOTERAPÍA;0.00
COSEM;LAVALLEJA;FONOAUDIOLOGÍA;0.00
COSEM;LAVALLEJA;NUTRICIÓN;0.00
COSEM;LAVALLEJA;PSICOLOGÍA;0.00
COSEM;LAVALLEJA;PSICOMOTRICIDAD;0.00
COSEM;LAVALLEJA;PSICOPEDAGOGÍA;0.00
COSEM;LAVALLEJA;TRABAJO SOCIAL;0.00
COSEM;LAVALLEJA;OBSTETRA PARTERA;0.00
COSEM;MALDONADO;MEDICINA GENERAL;0.00
COSEM;MALDONADO;ODONTOLOGÍA;0.00
COSEM;MALDONADO;ALERGOLOGÍA;0.00
COSEM;MALDONADO;ANESTESIOLOGÍA;0.00
COSEM;MALDONADO;CARDIOLOGÍA;0.00
COSEM;MALDONADO;CARDIOLOGÍA PEDIÁTRICA;0.00
COSEM;MALDONADO;CIRUGÍA GENERAL;0.00
COSEM;MALDONADO;CIRUGÍA CARDÍACA;0.00
COSEM;MALDONADO;CIRUGÍA DE TORAX;0.00
COSEM;MALDONADO;CIRUGÍA PEDIÁTRICA;0.00
COSEM;MALDONADO;CIRUGÍA PLÁSTICA;0.00
COSEM;MALDONADO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
COSEM;MALDONADO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
COSEM;MALDONADO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
COSEM;MALDONADO;DERMATOLOGÍA;0.00
COSEM;MALDONADO;DIABETOLOGÍA;0.00
COSEM;MALDONADO;ENDOCRINOLOGÍA;0.00
COSEM;MALDONADO;ENDOSCOPÍA DIGESTIVA;0.00
COSEM;MALDONADO;ENFERMEDADES INFECCIOSAS;0.00
COSEM;MALDONADO;FISIATRÍA;0.00
COSEM;MALDONADO;GASTROENTEROLOGÍA;0.00
COSEM;MALDONADO;GERIATRÍA;0.00
COSEM;MALDONADO;GINECOTOCOLOGÍA;0.00
COSEM;MALDONADO;HEMATOLOGÍA;0.00
COSEM;MALDONADO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
COSEM;MALDONADO;MEDICINA INTENSIVA;0.00
COSEM;MALDONADO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
COSEM;MALDONADO;MEDICINA INTERNA;0.00
COSEM;MALDONADO;NEFROLOGÍA;0.00
COSEM;MALDONADO;NEFROLOGÍA PEDIÁTRICA;0.00
COSEM;MALDONADO;NEONATOLOGÍA;0.00
COSEM;MALDONADO;NEUMOLOGÍA;0.00
COSEM;MALDONADO;NEUMOLOGÍA PEDIÁTRICA;0.00
COSEM;MALDONADO;NEUROCIRUGÍA;0.00
COSEM;MALDONADO;NEUROLOGÍA;0.00
COSEM;MALDONADO;NEUROPEDIATRÍA;0.00
COSEM;MALDONADO;OFTALMOLOGÍA;0.00
COSEM;MALDONADO;ONCOLOGÍA MÉDICA;0.00
COSEM;MALDONADO;ONCOLOGÍA RADIOTERÁPICA;0.00
COSEM;MALDONADO;TRAUMATOLOGÍA;0.00
COSEM;MALDONADO;OTORRINOLARINGOLOGÍA;0.00
COSEM;MALDONADO;PEDIATRÍA;0.00
COSEM;MALDONADO;PSICOTERAPIA PSICOANALÍTICA;0.00
COSEM;MALDONADO;PSIQUIATRÍA;0.00
COSEM;MALDONADO;PSIQUIATRÍA PEDIÁTRICA;0.00
COSEM;MALDONADO;REUMATOLOGÍA;0.00
COSEM;MALDONADO;UROLOGÍA;0.00
COSEM;MALDONADO;UROLOGÍA PEDIÁTRICA;0.00
COSEM;MALDONADO;FISIOTERAPÍA;0.00
COSEM;MALDONADO;FONOAUDIOLOGÍA;0.00
COSEM;MALDONADO;NUTRICIÓN;0.00
COSEM;MALDONADO;PSICOLOGÍA;0.00
COSEM;MALDONADO;PSICOMOTRICIDAD;0.00
COSEM;MALDONADO;PSICOPEDAGOGÍA;0.00
COSEM;MALDONADO;TRABAJO SOCIAL;0.00
COSEM;MALDONADO;OBSTETRA PARTERA;0.00
COSEM;PAYSANDÚ;MEDICINA GENERAL;0.00
COSEM;PAYSANDÚ;ODONTOLOGÍA;0.00
COSEM;PAYSANDÚ;ALERGOLOGÍA;0.00
COSEM;PAYSANDÚ;ANESTESIOLOGÍA;0.00
COSEM;PAYSANDÚ;CARDIOLOGÍA;0.00
COSEM;PAYSANDÚ;CARDIOLOGÍA PEDIÁTRICA;0.00
COSEM;PAYSANDÚ;CIRUGÍA GENERAL;0.00
COSEM;PAYSANDÚ;CIRUGÍA CARDÍACA;0.00
COSEM;PAYSANDÚ;CIRUGÍA DE TORAX;0.00
COSEM;PAYSANDÚ;CIRUGÍA PEDIÁTRICA;0.00
COSEM;PAYSANDÚ;CIRUGÍA PLÁSTICA;0.00
COSEM;PAYSANDÚ;CIRUGÍA VASCULAR PERIFÉRICA;0.00
COSEM;PAYSANDÚ;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
COSEM;PAYSANDÚ;CUIDADOS PALIATIVOS DEL ADULTO;0.00
COSEM;PAYSANDÚ;DERMATOLOGÍA;0.00
COSEM;PAYSANDÚ;DIABETOLOGÍA;0.00
COSEM;PAYSANDÚ;ENDOCRINOLOGÍA;0.00
COSEM;PAYSANDÚ;ENDOSCOPÍA DIGESTIVA;0.00
COSEM;PAYSANDÚ;ENFERMEDADES INFECCIOSAS;0.00
COSEM;PAYSANDÚ;FISIATRÍA;0.00
COSEM;PAYSANDÚ;GASTROENTEROLOGÍA;0.00
COSEM;PAYSANDÚ;GERIATRÍA;0.00
COSEM;PAYSANDÚ;GINECOTOCOLOGÍA;0.00
COSEM;PAYSANDÚ;HEMATOLOGÍA;0.00
COSEM;PAYSANDÚ;MEDICINA FAMILIAR Y COMUNITARIA;0.00
COSEM;PAYSANDÚ;MEDICINA INTENSIVA;0.00
COSEM;PAYSANDÚ;MEDICINA INTENSIVA PEDIÁTRICA;0.00
COSEM;PAYSANDÚ;MEDICINA INTERNA;0.00
COSEM;PAYSANDÚ;NEFROLOGÍA;0.00
COSEM;PAYSANDÚ;NEFROLOGÍA PEDIÁTRICA;0.00
COSEM;PAYSANDÚ;NEONATOLOGÍA;0.00
COSEM;PAYSANDÚ;NEUMOLOGÍA;0.00
COSEM;PAYSANDÚ;NEUMOLOGÍA PEDIÁTRICA;0.00
COSEM;PAYSANDÚ;NEUROCIRUGÍA;0.00
COSEM;PAYSANDÚ;NEUROLOGÍA;0.00
COSEM;PAYSANDÚ;NEUROPEDIATRÍA;0.00
COSEM;PAYSANDÚ;OFTALMOLOGÍA;0.00
COSEM;PAYSANDÚ;ONCOLOGÍA MÉDICA;0.00
COSEM;PAYSANDÚ;ONCOLOGÍA RADIOTERÁPICA;0.00
COSEM;PAYSANDÚ;TRAUMATOLOGÍA;0.00
COSEM;PAYSANDÚ;OTORRINOLARINGOLOGÍA;0.00
COSEM;PAYSANDÚ;PEDIATRÍA;0.00
COSEM;PAYSANDÚ;PSICOTERAPIA PSICOANALÍTICA;0.00
COSEM;PAYSANDÚ;PSIQUIATRÍA;0.00
COSEM;PAYSANDÚ;PSIQUIATRÍA PEDIÁTRICA;0.00
COSEM;PAYSANDÚ;REUMATOLOGÍA;0.00
COSEM;PAYSANDÚ;UROLOGÍA;0.00
COSEM;PAYSANDÚ;UROLOGÍA PEDIÁTRICA;0.00
COSEM;PAYSANDÚ;FISIOTERAPÍA;0.00
COSEM;PAYSANDÚ;FONOAUDIOLOGÍA;0.00
COSEM;PAYSANDÚ;NUTRICIÓN;0.00
COSEM;PAYSANDÚ;PSICOLOGÍA;0.00
COSEM;PAYSANDÚ;PSICOMOTRICIDAD;0.00
COSEM;PAYSANDÚ;PSICOPEDAGOGÍA;0.00
COSEM;PAYSANDÚ;TRABAJO SOCIAL;0.00
COSEM;PAYSANDÚ;OBSTETRA PARTERA;0.00
COSEM;RÍO NEGRO;MEDICINA GENERAL;0.00
COSEM;RÍO NEGRO;ODONTOLOGÍA;0.00
COSEM;RÍO NEGRO;ALERGOLOGÍA;0.00
COSEM;RÍO NEGRO;ANESTESIOLOGÍA;0.00
COSEM;RÍO NEGRO;CARDIOLOGÍA;0.00
COSEM;RÍO NEGRO;CARDIOLOGÍA PEDIÁTRICA;0.00
COSEM;RÍO NEGRO;CIRUGÍA GENERAL;0.00
COSEM;RÍO NEGRO;CIRUGÍA CARDÍACA;0.00
COSEM;RÍO NEGRO;CIRUGÍA DE TORAX;0.00
COSEM;RÍO NEGRO;CIRUGÍA PEDIÁTRICA;0.00
COSEM;RÍO NEGRO;CIRUGÍA PLÁSTICA;0.00
COSEM;RÍO NEGRO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
COSEM;RÍO NEGRO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
COSEM;RÍO NEGRO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
COSEM;RÍO NEGRO;DERMATOLOGÍA;0.00
COSEM;RÍO NEGRO;DIABETOLOGÍA;0.00
COSEM;RÍO NEGRO;ENDOCRINOLOGÍA;0.00
COSEM;RÍO NEGRO;ENDOSCOPÍA DIGESTIVA;0.00
COSEM;RÍO NEGRO;ENFERMEDADES INFECCIOSAS;0.00
COSEM;RÍO NEGRO;FISIATRÍA;0.00
COSEM;RÍO NEGRO;GASTROENTEROLOGÍA;0.00
COSEM;RÍO NEGRO;GERIATRÍA;0.00
COSEM;RÍO NEGRO;GINECOTOCOLOGÍA;0.00
COSEM;RÍO NEGRO;HEMATOLOGÍA;0.00
COSEM;RÍO NEGRO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
COSEM;RÍO NEGRO;MEDICINA INTENSIVA;0.00
COSEM;RÍO NEGRO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
COSEM;RÍO NEGRO;MEDICINA INTERNA;0.00
COSEM;RÍO NEGRO;NEFROLOGÍA;0.00
COSEM;RÍO NEGRO;NEFROLOGÍA PEDIÁTRICA;0.00
COSEM;RÍO NEGRO;NEONATOLOGÍA;0.00
COSEM;RÍO NEGRO;NEUMOLOGÍA;0.00
COSEM;RÍO NEGRO;NEUMOLOGÍA PEDIÁTRICA;0.00
COSEM;RÍO NEGRO;NEUROCIRUGÍA;0.00
COSEM;RÍO NEGRO;NEUROLOGÍA;0.00
COSEM;RÍO NEGRO;NEUROPEDIATRÍA;0.00
COSEM;RÍO NEGRO;OFTALMOLOGÍA;0.00
COSEM;RÍO NEGRO;ONCOLOGÍA MÉDICA;0.00
COSEM;RÍO NEGRO;ONCOLOGÍA RADIOTERÁPICA;0.00
COSEM;RÍO NEGRO;TRAUMATOLOGÍA;0.00
COSEM;RÍO NEGRO;OTORRINOLARINGOLOGÍA;0.00
COSEM;RÍO NEGRO;PEDIATRÍA;0.00
COSEM;RÍO NEGRO;PSICOTERAPIA PSICOANALÍTICA;0.00
COSEM;RÍO NEGRO;PSIQUIATRÍA;0.00
COSEM;RÍO NEGRO;PSIQUIATRÍA PEDIÁTRICA;0.00
COSEM;RÍO NEGRO;REUMATOLOGÍA;0.00
COSEM;RÍO NEGRO;UROLOGÍA;0.00
COSEM;RÍO NEGRO;UROLOGÍA PEDIÁTRICA;0.00
COSEM;RÍO NEGRO;FISIOTERAPÍA;0.00
COSEM;RÍO NEGRO;FONOAUDIOLOGÍA;0.00
COSEM;RÍO NEGRO;NUTRICIÓN;0.00
COSEM;RÍO NEGRO;PSICOLOGÍA;0.00
COSEM;RÍO NEGRO;PSICOMOTRICIDAD;0.00
COSEM;RÍO NEGRO;PSICOPEDAGOGÍA;0.00
COSEM;RÍO NEGRO;TRABAJO SOCIAL;0.00
COSEM;RÍO NEGRO;OBSTETRA PARTERA;0.00
COSEM;RIVERA;MEDICINA GENERAL;0.00
COSEM;RIVERA;ODONTOLOGÍA;0.00
COSEM;RIVERA;ALERGOLOGÍA;0.00
COSEM;RIVERA;ANESTESIOLOGÍA;0.00
COSEM;RIVERA;CARDIOLOGÍA;0.00
COSEM;RIVERA;CARDIOLOGÍA PEDIÁTRICA;0.00
COSEM;RIVERA;CIRUGÍA GENERAL;0.00
COSEM;RIVERA;CIRUGÍA CARDÍACA;0.00
COSEM;RIVERA;CIRUGÍA DE TORAX;0.00
COSEM;RIVERA;CIRUGÍA PEDIÁTRICA;0.00
COSEM;RIVERA;CIRUGÍA PLÁSTICA;0.00
COSEM;RIVERA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
COSEM;RIVERA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
COSEM;RIVERA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
COSEM;RIVERA;DERMATOLOGÍA;0.00
COSEM;RIVERA;DIABETOLOGÍA;0.00
COSEM;RIVERA;ENDOCRINOLOGÍA;0.00
COSEM;RIVERA;ENDOSCOPÍA DIGESTIVA;0.00
COSEM;RIVERA;ENFERMEDADES INFECCIOSAS;0.00
COSEM;RIVERA;FISIATRÍA;0.00
COSEM;RIVERA;GASTROENTEROLOGÍA;0.00
COSEM;RIVERA;GERIATRÍA;0.00
COSEM;RIVERA;GINECOTOCOLOGÍA;0.00
COSEM;RIVERA;HEMATOLOGÍA;0.00
COSEM;RIVERA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
COSEM;RIVERA;MEDICINA INTENSIVA;0.00
COSEM;RIVERA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
COSEM;RIVERA;MEDICINA INTERNA;0.00
COSEM;RIVERA;NEFROLOGÍA;0.00
COSEM;RIVERA;NEFROLOGÍA PEDIÁTRICA;0.00
COSEM;RIVERA;NEONATOLOGÍA;0.00
COSEM;RIVERA;NEUMOLOGÍA;0.00
COSEM;RIVERA;NEUMOLOGÍA PEDIÁTRICA;0.00
COSEM;RIVERA;NEUROCIRUGÍA;0.00
COSEM;RIVERA;NEUROLOGÍA;0.00
COSEM;RIVERA;NEUROPEDIATRÍA;0.00
COSEM;RIVERA;OFTALMOLOGÍA;0.00
COSEM;RIVERA;ONCOLOGÍA MÉDICA;0.00
COSEM;RIVERA;ONCOLOGÍA RADIOTERÁPICA;0.00
COSEM;RIVERA;TRAUMATOLOGÍA;0.00
