ID,Título,CIE 9,Información,Normativa,Normativa URL,SNOMED
4.a.7.4.4.6,"aorta, abdominal",4,,,,
4.a.7.4.4.7,vasos torácicos,5,,,,
4.a.7.4.4.7.1,"Aorta, Subclavia",,,,,
4.a.7.4.4.7.2,"Innominada, Vena cava, superior",,,,,
4.a.7.4.4.7.3,Pulmonar (arteria) (vena),,,,,
4.a.7.4.4.8,arterias abdominales,6,,,,
4.a.7.4.4.8.1,"Esplénica, Mesentérica",,,,,
4.a.7.4.4.8.2,"Gástrica, Renal",,,,,
4.a.7.4.4.8.3,"Hepática, Tronco celiaco",,,,,
4.a.7.4.4.8.4,"llíaca, Umbilical",,,,,
4.a.7.4.4.9,venas abdominales,7,,,,
4.a.7.4.4.9.1,"Esplénica, Renal",,,,,
4.a.7.4.4.9.2,"llíaca, Vena cava (inferior)",,,,,
4.a.7.4.4.9.3,Porta,,,,,
4.a.7.4.4.10,arterias de miembros inferiores,8,,,,
4.a.7.4.4.10.1,Femoral (común) (superficial),,,,,
4.a.7.4.4.10.2,Poplítea,,,,,
4.a.7.4.4.10.3,Tibial,,,,,
4.a.7.4.4.11,venas de miembros inferiores,9,,,,
4.a.7.4.4.11.1,"Femoral, Safena",,,,,
4.a.7.4.4.11.2,"Poplítea, Tibial",,,,,
4.a.7.4.4.12,Puentes veno-venosos (con vena o prótesis sintética),15,,,,
4.a.7.4.4.13,Reparación venosa por interposición de prótesis biológica o sintética,17,,,,
4.a.7.4.4.14,Resección arterial o protésica,52,,,,
4.a.7.4.5,Ligadura y extirpación de venas varicosas,38.5,,,,
4.a.7.4.5.1,Cayadectomía safena interna o externa,2,,,,
4.a.7.4.5.2,Ligadura supraaponeurótica de venas comunicantes de miembro inferior,8,,,,
4.a.7.4.5.3,Ligadura subaponeurótica de venas comunicantes de miembro inferior,9,,,,
4.a.7.4.5.4,Safenectomía interna o externa por fleboextracción mecánica,23,,,,
4.a.7.4.6,Otra escición de vasos,38.6,,,,
4.a.7.4.6.1,Ligadura vena superficial,7,,,,
4.a.7.4.6.2,Ligadura vena profunda de los miembros,10,,,,
4.a.7.4.6.3,Resección vena superficial,18,,,,
4.a.7.4.6.4,Resección vena profunda de los miembros,20,,,,
4.a.7.4.6.5,Resección vena profunda cérvico-torácica,21,,,,
4.a.7.4.6.6,Resección vena cava,22,,,,
4.a.7.4.7,Interrupción de vena cava,38.7,,,,
4.a.7.4.7.1,Inserción de implante o filtro en vena cava,,,,,
4.a.7.4.7.2,Ligadura de vena cava (inferior) (superior),,,,,
4.a.7.4.7.3,Plicatura de vena cava,,,,,
4.a.7.4.7.4,Interrupción parcial o completa de Vena Cava inferior por abordaje quirúrgico,11,,,,
4.a.7.4.8,Otra oclusión quirúrgica de vasos,38.8,,,,
4.a.7.4.8.1,Ligadura arterial simple,38,,,,
4.a.7.4.8.2,Ligadura de arterias etmoidales por microcirugía,39,,,,
4.a.7.4.8.3,Ligadura de esfenopalatina por microcirugía endonasal (transantral),40,,,,
4.a.7.4.8.4,Ligadura transantral de la Arteria Maxilar interna,41,,,,
4.a.7.4.8.5,Desvascularización arterial hepática,43,,,,
4.a.7.4.9,Punción de vaso,38.9,,,,
4.a.7.4.9.1,Cateterismo arterial,38.91,,,,
4.a.7.4.9.1.1,Cateterización arteria hepática,42,,,,
4.a.7.4.9.1.2,Cateterización arterial percutánea,56,,,,
4.a.7.4.9.1.3,Cateterización arterial por descubierta,57,,,,
4.a.7.4.9.2,Cateterismo de vena umbilical,38.92,,,,
4.a.7.4.9.3,Otro cateterismo venoso o arterial,38.93,,,,
4.a.7.4.9.3.1,Cateterización venosa central percutánea o descubierta (Catéter venosos central simple),58,,,,
4.a.7.4.9.3.2,Cateterización venosa central compleja (catéteres doble luz; con reservorio subcutáneo o similares),59,,,,
4.a.7.4.9.3.3,Retiro de catéter de angioacceso,60,,,,
4.a.7.4.9.4,Disección venosa,38.94,,,,
4.a.7.4.9.5,Cateterismo venoso para diálisis renal,38.95,,,,
4.a.7.5,Otras operaciones sobre vasos,39,,,,
4.a.7.5.1,Derivación sistémica a arteria pulmonar,39,,,,
4.a.7.5.1.1,Aorta descendente - arteria pulmonar,,,,,
4.a.7.5.1.2,Izquierda a derecha,,,,,
4.a.7.5.1.3,Subclavia - pulmonar,,,,,
4.a.7.5.1.4,anastomosis (injerto),,,,,
4.a.7.5.2,Derivación venosa intraabdominal,39.1,,,,
4.a.7.5.2.1,Anastomosis:,,,,,
4.a.7.5.2.1.1,mesocava,,,,,
4.a.7.5.2.1.2,portacava,,,,,
4.a.7.5.2.1.3,vena porta a vena cava inferior,,,,,
4.a.7.5.2.1.4,venas esplénicas y renales,,,,,
4.a.7.5.3,Otra derivación o desviación vascular,39.2,,,,
4.a.7.5.3.1,Anastomosis de vena cava-arteria pulmonar,39.21,,,,
4.a.7.5.3.2,Desviación aorta-subclavia-carotídea,39.22,,,,
4.a.7.5.3.2.1,Derivación (arteria):,,,,,
4.a.7.5.3.2.1.1,aorta a carótida y braquial,,,,,
4.a.7.5.3.2.1.2,aorta a subclavia y carótida,,,,,
4.a.7.5.3.2.1.3,carótida a subclavia,,,,,
4.a.7.5.3.3,Otra derivación o desviación vascular intratorácica,39.23,,,,
4.a.7.5.3.4,Injerto de derivación intratorácica (arterial),,,,,
4.a.7.5.3.5,Derivación aorta-renal,39.24,,,,
4.a.7.5.3.6,Derivación aorta-iliaca-femoral,39.25,,,,
4.a.7.5.3.6.1,Derivación:,,,,,
4.a.7.5.3.6.1.1,aortofemoral,,,,,
4.a.7.5.3.6.1.2,aortoilíaca,,,,,
4.a.7.5.3.6.1.3,aortoilíaca a poplítea,,,,,
4.a.7.5.3.6.1.4,aortopoplítea,,,,,
4.a.7.5.3.6.1.5,ileofemoral [iIíaca-femoral],,,,,
4.a.7.5.3.7,Otras derivaciones o desviaciones vasculares intraabdominales,39.26,,,,
4.a.7.5.3.7.1,Derivación:,,,,,
4.a.7.5.3.7.1.1,aortocelíaca,,,,,
4.a.7.5.3.7.1.2,aórtica-mesentérica superior,,,,,
4.a.7.5.3.7.1.3,hepática-común iliaca-renal común,,,,,
4.a.7.5.3.7.2,Puentes arterio-arteriales con prótesis biológica o sintética,46,,,,
4.a.7.5.3.7.3,Reparación de puente arterio-arterial,51,,,,
4.a.7.5.3.8,Arteriovenostomía para diálisis renal,39.27,,,,
4.a.7.5.3.8.1,Anastomosis para diálisis renal,,,,,
4.a.7.5.3.8.2,Formación de fístula arteriovenosa (periférico) para diálisis renal (riñón),,,,,
4.a.7.5.3.8.3,Confección de FAV para hemodiálisis con vena autóloga en miembros superiores,61,,,,
4.a.7.5.3.8.4,Confección de FAV para hemodiálisis con prótesis biológica o sintética en miembros,62,,,,
4.a.7.5.3.8.5,Reparación de FAV para hemodiálisis,63,,,,
4.a.7.5.3.8.6,Trombectomía simple de FAV para hemodiálisis por abordaje quirúrgico,64,,,,
4.a.7.5.3.8.7,Trombectomía de FAV para hemodiálisis por abordaje percutáneo (trombolisis o trombo-aspiración),65,,,,
4.a.7.5.3.8.8,Cierre simple de FAV para hemodiálisis (ligadura) con o sin resección de vena o prótesis,66,,,,
4.a.7.5.3.8.9,Cierre de FAV para hemodiálisis con plastia arterial y/o venosa,67,,,,
4.a.7.5.3.9,Derivación vascular extracraneal-intracraneal (EC-IC),39.28,,,,
4.a.7.5.3.10,Otra derivación o desviación vascular (periférica),39.29,,,,
4.a.7.5.3.10.1,Derivación (injerto):,,,,,
4.a.7.5.3.10.1.1,axilar-branquial,,,,,
4.a.7.5.3.10.1.2,axilar-femoral [axilofemoral] (superficial),,,,,
4.a.7.5.3.10.1.3,branquial,,,,,
4.a.7.5.3.10.1.4,femoral-femoral,,,,,
4.a.7.5.3.10.1.5,femoroperoneal,,,,,
4.a.7.5.3.10.1.6,femoropoplítea (arterias),,,,,
4.a.7.5.3.10.1.7,femorotibial (anterior) (posterior),,,,,
4.a.7.5.3.10.1.8,poplítea,,,,,
4.a.7.5.3.10.2,Anastomosis arteriovenosa mediada por prótesis biológica o sintética,30,,,,
4.a.7.5.4,Sutura de vaso,39.3,,,,
4.a.7.5.4.0,,,,,,
4.a.7.5.4.0.1,Reparación de laceración de vaso sanguíneo,,,,,
4.a.7.5.4.1,Sutura de arteria,39.31,,,,
4.a.7.5.4.2,Sutura de vena,39.32,,,,
4.a.7.5.5,Revisión de procedimiento vascular,39.4,,,,
4.a.7.5.5.1,Control de hemorragia después de cirugía vascular,39.41,,,,
4.a.7.5.5.2,Revisión de derivación arteriovenosa para diálisis renal,39.42,,,,
4.a.7.5.5.2.1,Conversión de diálisis renal:,,,,,
4.a.7.5.5.2.1.1,anastomosis término-terminal a término-lateral,,,,,
4.a.7.5.5.2.1.2,anastomosis término-lateral a término-terminal,,,,,
4.a.7.5.5.2.1.3,cánula de vaso a vaso en derivación arteriovenosa,,,,,
4.a.7.5.5.2.2,Extracción de derivación arteriovenosa antigua y creación de una nueva derivación,,,,,
4.a.7.5.5.3,Extracción de derivación arteriovenosa para diálisis renal,39.43,,,,
4.a.7.5.5.4,Otra revisión de procedimiento vascular,39.49,,,,
4.a.7.5.5.4.1,Extracción de coágulos (injertos),,,,,
4.a.7.5.5.4.2,Revisión de:,,,,,
4.a.7.5.5.4.2.1,anastomosis de vaso sanguíneo,,,,,
4.a.7.5.5.4.2.2,procedimiento vascular (anterior),,,,,
4.a.7.5.6,Otra reparación de vasos,39.5,,,,
4.a.7.5.6.1,Reparación de fístula arteriovenosa,39.53,,,,
4.a.7.5.6.1.1,Reparación de fístula arteriovenosa por:,,,,,
4.a.7.5.6.1.1.1,coagulación,,,,,
4.a.7.5.6.1.1.2,interrupción,,,,,
4.a.7.5.6.1.1.3,ligadura y división,,,,,
4.a.7.5.6.2,Operación de re-entrada (aorta),39.54,,,,
4.a.7.5.6.2.1,Fenestración de aneurisma disecante de la aorta torácica,,,,,
4.a.7.5.6.3,Reimplantación de vaso renal aberrante,39.55,,,,
4.a.7.5.6.4,Reparación de vaso sanguíneo con injerto de parche de tejido,39.56,,,,
4.a.7.5.6.5,Reparación de vaso sanguíneo con injerto de parche sintético,39.57,,,,
4.a.7.5.6.6,Otras operaciones de vaso,39.59,,,,
4.a.7.5.6.6.1,Aplicación de vena (periférica),,,,,
4.a.7.5.6.6.2,Construcción de válvulas venosas (periféricas),,,,,
4.a.7.5.6.6.3,Reimplantación de arteria,,,,,
4.a.7.5.6.6.4,Trasplantes veno-venosos valvulados de miembro inferior,25,,,,
4.a.7.5.6.6.5,Transposición de segmentos venosos valvulados de miembro inferior,26,,,,
4.a.7.5.6.6.6,Valvuloplastias del sistema venoso profundo de miembro inferior,29,,,,
4.a.7.5.7,Circulación extracorpórea y procedimientos auxiliares de cirugía cardíaca (FNR),39.6,,,,
4.a.7.5.7.1,Circulación extracorpórea auxiliar para cirugía cardiaca abierta,39.61,,,,
4.a.7.5.7.1.1,Corazón y pulmón artificiales,,,,,
4.a.7.5.7.1.2,Derivación cardiopulmonar,,,,,
4.a.7.5.7.1.3,Oxigenador de bomba,,,,,
4.a.7.5.7.2,Hipotermia (sistémica) accesoria de cirugía cardiaca abierta,39.62,,,,
4.a.7.5.7.3,Cardioplejía,39.63,,,,
4.a.7.5.7.4,Marcapasos cardiaco intraoperatorio,39.64,,,,
4.a.7.5.7.5,Marcapasos temporal empleado durante e inmediatamente después de cirugía cardiaca,,,,,
4.a.7.5.7.6,Oxigenación extracorpórea de membrana (ECMO),39.65,,,,
4.a.7.5.7.7,Derivación cardiopulmonar percutánea,39.66,,,,
4.a.7.5.7.7.1,Tórax cerrado,,,,,
4.a.7.5.8,Operaciones sobre el cuerpo carotídeo y otros cuerpos vasculares,39.8,,,,
4.a.7.5.8.1,Denervación de:,,,,,
4.a.7.5.8.1.1,cuerpo aórtico,,,,,
4.a.7.5.8.1.2,cuerpo carotídeo,,,,,
4.a.7.5.8.2,Glomectomía carotídea,,,,,
4.a.7.5.8.3,Quimiodectomía,,,,,
4.a.7.5.8.4,Resección de tumor de glómus carotídeo,68,,,,
4.a.7.5.9,Otras operaciones sobre vasos,39.9,,,,
4.a.7.5.9.0,,,,,,
4.a.7.5.9.0.1,Tratamiento quirúrgico de los aneurismas intracraneanos,69,,,,
4.a.7.5.9.0.2,Tratamiento quirúrgico de las malformaciones arterio-venosas,70,,,,
4.a.7.5.9.0.3,Microcirugía vascular,71,,,,
4.a.7.5.9.1,Liberación de vaso,39.91,,,,
4.a.7.5.9.1.1,Disección y liberación de tejido adherente:,,,,,
4.a.7.5.9.1.1.1,haz de arteria-vena-nervio,,,,,
4.a.7.5.9.1.1.2,haz vascular,,,,,
4.a.7.5.9.2,Inyección de agente esclerosante en vena,39.92,,,,
4.a.7.5.9.3,Inserción de cánula de vaso a vaso,39.93,,,,
4.a.7.5.9.3.1,Formación de:,,,,,
4.a.7.5.9.3.1.1,fístula arteriovenosa,,,,,
4.a.7.5.9.3.1.2,derivación arteriovenosa,,,,,
4.a.7.5.9.3.1.3,por cánula externa,,,,,
4.a.7.5.9.4,Sustitución de cánula de vaso a vaso,39.94,,,,
4.a.7.5.9.4.1,Revisión de cánula de vaso a vaso,,,,,
4.a.7.5.9.5,Hemodiálisis Aguda,39.95,,,,
4.a.7.5.9.6,Hemodiálisis Crónica (FNR),,,,,
4.a.7.5.9.7,Diálisis renal,,,,,
4.a.7.5.9.8,Riñón artificial,,,,,
4.a.7.5.9.9,Perfusión de cuerpo entero,39.96,,,,
4.a.7.5.9.10,Otra perfusión,39.97,,,,
4.a.7.5.9.10.1,"Perfusión, local [regional] de:",,,,,
4.a.7.5.9.10.1.1,arteria carotídea,,,,,
4.a.7.5.9.10.1.2,arteria coronaria,,,,,
4.a.7.5.9.10.1.3,cabeza,,,,,
4.a.7.5.9.10.1.4,cuello,,,,,
4.a.7.5.9.10.1.5,miembro inferior,,,,,
4.a.7.5.9.10.1.6,miembro superior,,,,,
4.a.7.5.9.11,Control de hemorragia,39.98,,,,
4.a.7.5.9.11.1,Angiotripsia,,,,,
4.a.7.5.9.11.2,Control de hemorragia postoperatoria,,,,,
4.a.7.5.9.11.3,Venotripsia,,,,,
4.a.8,OPERACIONES EN LOS SISTEMAS HEMO Y LINFÁTICOS,,,,,
4.a.8.1,Operaciones sobre el sistema linfático,40,,,,
4.a.8.1.1,Incisión de estructuras linfáticas,40,,,,
4.a.8.1.2,Extirpación simple de estructura linfática,40.2,,,,
4.a.8.1.2.1,Extirpación de ganglio linfático cervical profundo,40.21,,,,
4.a.8.1.2.2,Extirpación de ganglio linfático mamario interno,40.22,,,,
4.a.8.1.2.3,Extirpación de ganglio linfático axilar,40.23,,,,
4.a.8.1.2.4,Extirpación de ganglio linfático inguinal,40.24,,,,
4.a.8.1.2.5,Extirpación simple de otra estructura linfática,40.29,,,,
4.a.8.1.2.5.1,Extirpación de:,,,,,
4.a.8.1.2.5.1.1,higroma quístico,,,,,
4.a.8.1.2.5.1.2,linfangioma,,,,,
4.a.8.1.2.5.2,Linfadenectomía simple,,,,,
4.a.8.1.2.5.3,Resección de linfangiomas de gran tamaño y con compromiso vital,12,,,,
4.a.8.1.3,Extirpación de ganglio linfático regional,40.3,,,,
4.a.8.1.3.1,"Extirpación de ganglio linfático regional con extirpación del área de drenaje linfático, incluso: piel, tejido subcutáneo y grasa",,,,,
4.a.8.1.3.2,Extirpación extendida de ganglio linfático regional,,,,,
4.a.8.1.4,Extirpación radical de ganglios linfáticos cervicales,40.4,,,,
4.a.8.1.4.0,,,,,,
4.a.8.1.4.0.1,Resección de ganglios linfáticos cervicales hasta músculo y fascia profunda,,,,,
4.a.8.1.4.0.2,"Linfadenectomía radical, subrradical o funcional de cuello",6,,,,
4.a.8.1.4.0.3,Vaciamiento subradical de cuello,17,,,,
4.a.8.1.4.1,"Disección radical de cuello, unilateral",40.41,,,,
4.a.8.1.4.2,"Disección radical de cuello, bilateral",40.42,,,,
4.a.8.1.5,Extirpación radical de otros ganglios linfáticos,40.5,,,,
4.a.8.1.5.0,,,,,,
4.a.8.1.5.0.1,Vaciamiento asociado a resecciones tumorales en el mismo acto,19,,,,
4.a.8.1.5.1,Extirpación radical de ganglios linfáticos axilares,40.51,,,,
4.a.8.1.5.2,Extirpación radical de ganglios linfáticos periaórticos,40.52,,,,
4.a.8.1.5.3,Extirpación de ganglios linfáticos iliacos,40.53,,,,
4.a.8.1.5.4,Extirpación radical de ganglios linfáticos de la ingle,40.54,,,,
4.a.8.1.6,Operaciones sobre conducto torácico,40.6,,,,
4.a.8.1.6.1,Canulación de conducto torácico,40.61,,,,
4.a.8.1.6.2,Fistulización de conducto torácico,40.62,,,,
4.a.8.1.6.3,Cierre de fístula de conducto torácico,40.63,,,,
4.a.8.1.6.4,Ligadura de conducto torácico,40.64,,,,
4.a.8.1.7,Otras operaciones sobre estructuras linfáticas,40.9,,,,
4.a.8.1.7.1,Anastomosis,,,,,
4.a.8.1.7.2,Dilatación,,,,,
4.a.8.1.7.3,Ligadura,,,,,
4.a.8.1.7.4,Obliteración de linfáticos periféricos,,,,,
4.a.8.1.7.5,Reconstrucción,,,,,
4.a.8.1.7.6,Reparación,,,,,
4.a.8.1.7.7,Corrección de linfedema de miembro,,,,,
4.a.8.1.7.8,Derivación linfovenosa,1,,,,
4.a.8.1.7.9,Drenaje de procesos supurados ganglionares linfáticos,4,,,,
4.a.8.2,Operaciones sobre médula ósea y bazo,41,,,,
4.a.8.2.1,Trasplante de médula ósea o de células madres hematopoyéticas (FNR),41,,,,
4.a.8.2.1.1,Trasplante autólogo de médula ósea,41.01,,,,
4.a.8.2.1.1.1,Con purificación extracorpórea de las células malignas de la médula,,,,,
4.a.8.2.1.2,Trasplante alogénico de médula ósea con purificación,41.02,,,,
4.a.8.2.1.2.1,Aloinjerto de médula ósea con extracción in vitro (purificación) de células T,,,,,
4.a.8.2.1.3,Trasplante alogénico de médula ósea sin purificación,41.03,,,,
4.a.8.2.1.4,Trasplante autólogo de células madres hematopoyéticas,41.04,,,,
4.a.8.2.1.5,Trasplante hematopoyético alogénico de células progenitoras,41.05,,,,
4.a.8.2.1.6,Trasplante de células progenitoras de sangre del cordón umbilical,41.06,,,,
4.a.8.2.2,Punción de bazo,41.1,,,,
4.a.8.2.3,Esplenotomía,41.2,,,,
4.a.8.2.4,Extirpación o destrucción de lesión o tejido de bazo,41.4,,,,
4.a.8.2.4.1,Marsupialización de quiste esplénico,41.41,,,,
4.a.8.2.4.2,Extirpación de lesión o tejido de bazo,41.42,,,,
4.a.8.2.4.3,Esplenectomía parcial,41.43,,,,
4.a.8.2.5,Esplenectomía total,41.5,,,,
4.a.8.2.6,Otras operaciones sobre bazo y médula ósea,41.9,,,,
4.a.8.2.6.1,Aspiración de médula ósea de donante para trasplante (FNR)Aspiración de médula ósea de donante para trasplante (FNR),41.91,,,,
4.a.8.2.6.2,Inyección de médula ósea (FNR)Inyección de médula ósea (FNR),41.92,,,,
4.a.8.2.6.3,Extirpación de bazo accesorio,41.93,,,,
4.a.8.2.6.4,Operaciones de reparación y plásticas sobre bazo,41.95,,,,
4.a.9,OPERACIONES EN EL SISTEMA DIGESTIVO,,,,,
4.a.9.1,Operaciones sobre esófago,42,,,,
4.a.9.1.1,Esofagotomía,42,,,,
4.a.9.1.1.1,Incisión de membrana esofágica,42.01,,,,
4.a.9.1.2,Esofagostomía,42.1,,,,
4.a.9.1.2.1,Esofagostomía cervical,42.11,,,,
4.a.9.1.2.2,Exteriorización de bolsa esofágica,42.12,,,,
4.a.9.1.2.3,Esofagostomía torácica,42.19,,,,
4.a.9.1.3,Extirpación local o eliminación (destrucción) de lesión o tejido de esófago,42.3,,,,
4.a.9.1.3.1,Extirpación local de divertículo esofágico,42.31,,,,
4.a.9.1.3.2,Extirpación local de otra lesión o tejido de esófago,42.32,,,,
4.a.9.1.3.3,Extirpación o eliminación (destrucción) endoscópica de lesión o de tejido del esófago (mediante abordaje endoscópico),42.33,,,,
4.a.9.1.3.4,Ablación de neoplasia esofágica,,,,,
4.a.9.1.3.5,Control de hemorragia esofágica,,,,,
4.a.9.1.3.6,Polipectomía esofágica,,,,,
4.a.9.1.3.7,Inyección de várices esofágicas (esclerosis),,,,,
4.a.9.1.4,Extirpación de esófago,42.4,,,,
4.a.9.1.4.1,Esofaguectomía parcial,42.41,,,,
4.a.9.1.4.2,Esofaguectomía total,42.42,,,,
4.a.9.1.5,Anastomosis intratorácica (o cervical) de esófago,42.5,,,,
4.a.9.1.5.1,Esofagoesofagostomía intratorácica (o cervical),42.51,,,,
4.a.9.1.5.2,Esofagogastrostomía intratorácica (o cervical),42.52,,,,
4.a.9.1.5.3,Anastomosis esofágica intratorácica (o cervical) con interposición del intestino delgado,42.53,,,,
4.a.9.1.5.4,Anastomosis esofágica intratorácica (o cervical) con interposición de colon,42.55,,,,
4.a.9.1.5.5,Anastomosis esofágica intratorácica (o cervical) con otra interposición,42.58,,,,
4.a.9.1.5.5.1,Construcción de esófago artificial,,,,,
4.a.9.1.5.5.2,Formación retroesternal de tubo gástrico invertido,,,,,
4.a.9.1.5.5.3,Formación retroesternal de tubular gástrico isoperistáltico,,,,,
4.a.9.1.6,Anastomosis pre o retroesternal de esófago,42.6,,,,
4.a.9.1.6.1,Esofagoesofagostomía pre (o retroesternal),42.61,,,,
4.a.9.1.6.2,Esofagogastrostomía pre (o retroesternal),42.62,,,,
4.a.9.1.6.3,Anastomosis esofágica pre (o retroesternal) con interposición de intestino delgado,42.63,,,,
4.a.9.1.6.4,Otra esofagoenterostomía pre (o retroesternal),42.64,,,,
4.a.9.1.6.4.1,Esofagoenterostomía,,,,,
4.a.9.1.6.4.2,Esofagoileostomía,,,,,
4.a.9.1.6.4.3,Esofagoyeyunostomía,,,,,
4.a.9.1.6.4.4,pre-torácica,,,,,
4.a.9.1.6.5,Anastomosis esofágica pre (o retroesternal) con interposición de colon,42.65,,,,
4.a.9.1.6.6,Esofagocolostomía pre-torácica,42.66,,,,
4.a.9.1.7,Esofagomiotomía,42.7,,,,
4.a.9.1.7.1,Esofagocardiomiotomía abdominal o torácica (Heller),,,,,
4.a.9.1.7.2,Miotomía subaórtica,,,,,
4.a.9.1.8,Otra reparación de esófago,42.8,,,,
4.a.9.1.8.1,Inserción de tubo o prótesis permanente en esófago,42.81,,,,
4.a.9.1.8.2,"Sutura de laceración, desgarro o herida del esófago",42.82,,,,
4.a.9.1.8.3,Cierre de esofagostomía,42.83,,,,
4.a.9.1.8.4,"Reparación de fístula esofágica, no especificada bajo otro concepto",42.84,,,,
4.a.9.1.8.5,Reparación de estenosis esofágica,42.85,,,,
4.a.9.1.8.6,Reparación quirúrgica de la atresia del esófago,42.85,,,,
4.a.9.1.8.7,Creación de túnel subcutáneo sin anastomosis esofágica,42.86,,,,
4.a.9.1.9,Otras operaciones de esófago,42.9,,,,
4.a.9.1.9.1,Ligadura de várices esofágicas (banding),42.91,,,,
4.a.9.1.9.1.1,Transección de várices esofágicas,,,,,
4.a.9.1.9.2,Dilatación de esófago,42.92,,,,
4.a.9.1.9.2.1,Dilatación de cardias,,,,,
4.a.9.1.9.2.2,Dilatación de anastomosis esofágica,,,,,
4.a.9.1.9.2.3,Dilatación de estenosis esofágica,,,,,
4.a.9.2,Incisión y extirpación del estómago,43,,,,
4.a.9.2.1,Gastrotomía,43,,,,
4.a.9.2.2,Gastrostomía,43.1,,,,
4.a.9.2.2.1,Gastrostomía percutánea [endoscópica] (PEG),43.11,,,,
4.a.9.2.2.1.1,Gastrostomía percutánea transabdominal,,,,,
4.a.9.2.3,Piloromiotomía,43.3,,,,
4.a.9.2.4,Extirpación local o eliminación (destrucción) endoscópica de lesión o de tejido de estómago,43.4,,,,
4.a.9.2.4.1,Extirpación o eliminación (destrucción) endoscópica de lesión o de tejido del estómago,43.41,,,,
4.a.9.2.4.1.1,Abordaje endoscópico por várices gástricas,,,,,
4.a.9.2.4.1.2,Polipectomía gástrica por abordaje endoscópico,,,,,
4.a.9.2.4.2,Extirpación local de otra lesión o de tejido del estómago,43.42,,,,
4.a.9.2.5,Gastrectomía parcial con anastomosis al esófago,43.5,,,,
4.a.9.2.5.1,Gastrectomía proximal,,,,,
4.a.9.2.6,Gastrectomía parcial con anastomosis al duodeno,43.6,,,,
4.a.9.2.6.1,Gastrectomía distal,,,,,
4.a.9.2.6.2,Gastropilorectomía,,,,,
4.a.9.2.7,Gastrectomía parcial con anastomosis al yeyuno,43.7,,,,
4.a.9.2.7.1,Operación de Billroth II,,,,,
4.a.9.2.8,Otra gastrectomía parcial,43.8,,,,
4.a.9.2.8.1,Gastrectomía parcial con transposición yeyunal,43.81,,,,
4.a.9.2.8.1.1,Operación de transposición yeyunal de Henley,,,,,
4.a.9.2.8.1.2,Gastrectomía parcial con gastrogastrostomía de desviación,,,,,
4.a.9.2.8.1.3,"Resección de ""manguito"" del estómago",,,,,
4.a.9.2.9,Gastrectomía total,43.9,,,,
4.a.9.2.9.1,Gastrectomía total con interposición intestinal,43.91,,,,
4.a.9.2.9.2,Otra gastrectomía total,43.99,,,,
4.a.9.2.9.2.1,Esofagoduodenostomía con gastrectomía total,,,,,
4.a.9.2.9.2.2,Esofagoyeyunostomía con gastrectomía total,,,,,
4.a.9.2.9.2.3,Gastrectomía radical,,,,,
4.a.9.2.9.2.4,Gastroduodenectomía total,,,,,
4.a.9.3,Otros procedimientos sobre el estómago,44,,,,
4.a.9.3.1,Vagotomía,44,,,,
4.a.9.3.1.1,Revagotomía (abdominal o torácica),,,,,
4.a.9.3.1.2,Vagotomía troncular,44.01,,,,
4.a.9.3.1.3,Vagotomía supraselectiva,44.02,,,,
4.a.9.3.1.3.1,Vagotomía de células parietales,,,,,
4.a.9.3.1.3.2,Vagotomía proximal selectiva,,,,,
4.a.9.3.2,Píloroplastia,44.2,,,,
4.a.9.3.2.1,Dilatación de píloro mediante incisión,44.21,,,,
4.a.9.3.2.2,Dilatación endoscópica de píloro,44.22,,,,
4.a.9.3.2.2.1,Dilatación endoscópica con balón,,,,,
4.a.9.3.2.2.2,Dilatación endoscópica de gastroyeyunostomía,,,,,
4.a.9.3.2.3,Revisión de píloro,44.29,,,,
4.a.9.3.3,Control de hemorragia y sutura de úlcera gástrica o duodenal,44.4,,,,
4.a.9.3.3.1,Sutura de úlcera gástrica,44.41,,,,
4.a.9.3.3.2,Sutura de úlcera duodenal,44.42,,,,
4.a.9.3.3.3,Control endoscópico de hemorragia gástrica o duodenal,44.43,,,,
4.a.9.3.3.4,Embolización por catéter de una hemorragia gástrica o duodenal,44.44,,,,
4.a.9.3.4,Revisión de anastomosis gástrica,44.5,,,,
4.a.9.3.4.1,Cierre de:,,,,,
4.a.9.3.4.1.1,anastomosis gástrica,,,,,
4.a.9.3.4.1.2,gastroduodenostomía,,,,,
4.a.9.3.5,Otra reparación de estómago,44.6,,,,
4.a.9.3.5.1,"Sutura de desgarro, lesión o herida del estómago",44.61,,,,
4.a.9.3.5.2,Cierre de gastrostomía,44.62,,,,
4.a.9.3.5.3,Cierre de otra fístula gástrica,44.63,,,,
4.a.9.3.5.3.1,Cierre de:,,,,,
4.a.9.3.5.3.1.1,fístula gastrocólica,,,,,
4.a.9.3.5.3.1.2,fístula gastroyeyunocólica,,,,,
4.a.9.3.5.4,Gastropexia,44.64,,,,
4.a.9.3.5.5,Esofagogastroplastia,44.65,,,,
4.a.9.3.5.5.1,Cardioplastia de esófago y estómago,,,,,
4.a.9.3.5.5.2,Operación de Belsey,,,,,
4.a.9.3.5.6,Otros procedimientos para la creación de competencia esfinteriana esofagicogástrica,44.66,,,,
4.a.9.3.5.6.1,Cardioplastia gástrica,,,,,
4.a.9.3.5.6.2,Diversión duodenal,,,,,
4.a.9.3.5.6.3,Fundoplicatura,,,,,
